Nome do Programa,Código do Programa,Nome da IES,Sigla da IES,UF,ME,DO,MP,DP,Av.Capes
ENGENHARIA DE PRODUÇÃO,31005012032P2,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,RJ,-,-,4,-,ENGENHARIAS III
ENGENHARIA DE PRODUÇÃO,31005012014P4,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,RJ,5,5,-,-,ENGENHARIAS III
ENGENHARIA DE PRODUÇÃO,31003010019P7,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,RJ,4,4,-,-,ENGENHARIAS III
ENGENHARIA DE PRODUÇÃO,31001017035P6,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,4,4,-,-,ENGENHARIAS III
ENGENHARIA DE PRODUÇÃO,25001019065P5,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,PE,-,-,4,4,ENGENHARIAS III
ENGENHARIA DE PRODUÇÃO,25001019021P8,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,PE,7,7,-,-,ENGENHARIAS III
ENGENHARIA DE PRODUÇÃO,23001011021P2,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,RN,3,-,-,-,ENGENHARIAS III
ENGENHARIA DE PRODUÇÃO,12001015009P1,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,AM,-,-,3,-,ENGENHARIAS III
ENGENHARIA DE PRODUÇÃO,33063010003P0,UNIVERSIDADE PAULISTA,UNIP,SP,5,5,-,-,ENGENHARIAS III
ENGENHARIA DE PRODUÇÃO,33001014074P7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,SP,-,-,A,-,ENGENHARIAS III
ENGENHARIA DE PRODUÇÃO,40004015077P5,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,PR,A,-,-,-,ENGENHARIAS III
ENGENHARIA DE PRODUÇÃO,52001016109P9,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,GO,-,-,A,-,ENGENHARIAS III
ENGENHARIA DE PRODUÇÃO,33144010174P9,UNIVERSIDADE FEDERAL DO ABC,UFABC,SP,A,-,-,-,ENGENHARIAS III
ENGENHARIA DE PRODUÇÃO,52001016106P0,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,GO,3,-,-,-,ENGENHARIAS III
