Nome do Programa,Código do Programa,Nome da IES,Sigla da IES,UF,ME,DO,MP,DP,Av.Capes
Ciências Florestais,15002012008P0,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,UFRA,PA,3,-,-,-,CIENCIAS AGRARIAS I
Ciências Florestais,28006011014P1,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,BA,3,-,-,-,CIENCIAS AGRARIAS I
CIÊNCIAS FLORESTAIS E AMBIENTAIS,12001015016P8,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,AM,3,-,-,-,CIENCIAS AGRARIAS I
CIÊNCIAS FLORESTAIS E AMBIENTAIS,50001019016P5,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,MT,4,-,-,-,CIENCIAS AGRARIAS I
Ciências Florestais e Ambientais,16003012016P1,UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,TO,3,-,-,-,CIENCIAS AGRARIAS I
Defesa Agropecuária,28022017007P3,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,BA,-,-,3,-,CIENCIAS AGRARIAS I
DEFESA SANITÁRIA VEGETAL,32002017040P9,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,MG,-,-,4,-,CIENCIAS AGRARIAS I
ECOSSISTEMAS AGRÍCOLAS E NATURAIS,41001010161P3,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,SC,3,-,-,-,CIENCIAS AGRARIAS I
ENGENHARIA AGRÍCOLA,33003017026P5,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,SP,4,4,-,-,CIENCIAS AGRARIAS I
ENGENHARIA AGRÍCOLA,25003011018P0,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,PE,6,6,-,-,CIENCIAS AGRARIAS I
ENGENHARIA AGRÍCOLA,22001018014P3,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,CE,5,5,-,-,CIENCIAS AGRARIAS I
